Stock,Timeframe,EMA Pair,Cross Time,Cross Close,EMA21 @ Cross,EMA50 @ Cross,Touch Time,Touch Open,Touch High,Touch Low,Touch Close,EMA21 @ Touch,EMA50 @ Touch,Touch Zone,Candles After Cross,EMA9 @ Cross,EMA9 @ Touch
HDFCBANK,1d,EMA9/EMA21,2025-03-17 00:00:00,855.2,850.27,,2025-06-04 00:00:00,960.5,971.65,960.45,970.6,962.03,,At/Below Slow EMA,52,850.64,966.11
HDFCBANK,1d,EMA9/EMA21,2025-03-17 00:00:00,855.2,850.27,,2025-06-06 00:00:00,972.0,998.15,971.35,989.35,965.57,,Between Slow & Fast EMA,54,850.64,972.15
HDFCBANK,1d,EMA9/EMA21,2025-03-17 00:00:00,855.2,850.27,,2025-06-20 00:00:00,965.8,984.95,965.8,982.35,969.48,,At/Below Slow EMA,64,850.64,971.73
HDFCBANK,1d,EMA9/EMA21,2025-03-17 00:00:00,855.2,850.27,,2025-07-04 00:00:00,993.55,1001.75,990.0,994.65,985.84,,Between Slow & Fast EMA,74,850.64,993.94
HDFCBANK,1d,EMA9/EMA21,2025-03-17 00:00:00,855.2,850.27,,2025-07-08 00:00:00,988.5,1002.5,988.5,1000.7,987.84,,Between Slow & Fast EMA,76,850.64,995.26
HDFCBANK,1d,EMA9/EMA21,2025-03-17 00:00:00,855.2,850.27,,2025-07-15 00:00:00,986.5,1001.8,986.5,997.75,991.49,,At/Below Slow EMA,81,850.64,996.37
HDFCBANK,1d,EMA9/EMA21,2025-03-17 00:00:00,855.2,850.27,,2025-07-21 00:00:00,989.1,1001.0,988.25,1000.25,991.83,,At/Below Slow EMA,85,850.64,994.13
HDFCBANK,1d,EMA9/EMA21,2025-03-17 00:00:00,855.2,850.27,,2025-07-28 00:00:00,1001.5,1010.7,1000.25,1004.25,997.09,,Between Slow & Fast EMA,90,850.64,1001.74
HDFCBANK,1d,EMA9/EMA21,2025-03-17 00:00:00,855.2,850.27,,2025-07-29 00:00:00,999.95,1013.25,998.15,1010.8,998.33,,At/Below Slow EMA,91,850.64,1003.55
HDFCBANK,1d,EMA9/EMA21,2025-03-17 00:00:00,855.2,850.27,,2025-07-31 00:00:00,1007.3,1015.7,1004.0,1009.1,1000.52,,Between Slow & Fast EMA,93,850.64,1006.16
HDFCBANK,1d,EMA9/EMA21,2025-10-07 00:00:00,982.5,964.86,,2025-10-13 00:00:00,974.3,981.0,972.0,977.0,969.15,,Between Slow & Fast EMA,4,965.67,973.17
HDFCBANK,1d,EMA9/EMA21,2025-10-07 00:00:00,982.5,964.86,,2025-10-14 00:00:00,970.0,980.45,967.0,977.15,969.88,,At/Below Slow EMA,5,965.67,973.96
HDFCBANK,1d,EMA9/EMA21,2025-10-07 00:00:00,982.5,964.86,,2025-10-15 00:00:00,975.0,984.9,973.35,978.25,970.64,,Between Slow & Fast EMA,6,965.67,974.82
HDFCBANK,1d,EMA9/EMA21,2025-10-07 00:00:00,982.5,964.86,,2025-10-27 00:00:00,996.5,1009.05,996.2,1002.95,985.99,,Between Slow & Fast EMA,13,965.67,996.5
HDFCBANK,1d,EMA9/EMA21,2025-10-07 00:00:00,982.5,964.86,,2025-10-28 00:00:00,997.65,1008.0,995.0,1003.55,987.59,,Between Slow & Fast EMA,14,965.67,997.91
HDFCBANK,1d,EMA9/EMA21,2025-10-07 00:00:00,982.5,964.86,,2025-11-11 00:00:00,983.5,993.5,978.0,991.7,988.59,,At/Below Slow EMA,23,965.67,989.57
HDFCBANK,1d,EMA9/EMA21,2025-10-07 00:00:00,982.5,964.86,,2025-11-14 00:00:00,976.05,991.65,976.05,989.6,988.59,,At/Below Slow EMA,26,965.67,989.1
HDFCBANK,1d,EMA9/EMA21,2025-10-07 00:00:00,982.5,964.86,,2025-11-17 00:00:00,991.25,997.95,985.6,996.55,989.31,,At/Below Slow EMA,27,965.67,990.59
HDFCBANK,1d,EMA9/EMA21,2025-10-07 00:00:00,982.5,964.86,,2025-11-19 00:00:00,990.0,996.55,984.0,994.6,990.05,,At/Below Slow EMA,29,965.67,991.69
HDFCBANK,1d,EMA9/EMA21,2025-10-07 00:00:00,982.5,964.86,,2025-11-20 00:00:00,995.3,1011.6,992.45,1008.85,991.76,,Between Slow & Fast EMA,30,965.67,995.12
HDFCBANK,1d,EMA9/EMA21,2025-10-07 00:00:00,982.5,964.86,,2025-11-26 00:00:00,981.3,1006.95,981.3,1003.9,993.69,,At/Below Slow EMA,34,965.67,996.84
HDFCBANK,1d,EMA9/EMA21,2025-10-07 00:00:00,982.5,964.86,,2025-12-03 00:00:00,986.0,1002.3,986.0,1000.5,996.55,,At/Below Slow EMA,39,965.67,999.26
HDFCBANK,1d,EMA9/EMA21,2025-10-07 00:00:00,982.5,964.86,,2025-12-05 00:00:00,992.0,1008.0,990.2,1003.3,997.22,,At/Below Slow EMA,41,965.67,999.74
HDFCBANK,1d,EMA9/EMA21,2025-10-07 00:00:00,982.5,964.86,,2025-12-08 00:00:00,1000.0,1006.5,997.5,1003.1,997.75,,At/Below Slow EMA,42,965.67,1000.41
HDFCBANK,1d,EMA9/EMA21,2025-10-07 00:00:00,982.5,964.86,,2025-12-11 00:00:00,990.0,1002.7,988.5,1000.3,997.28,,At/Below Slow EMA,45,965.67,998.27
ICICIBANK,1d,EMA9/EMA21,2024-01-03 00:00:00,984.05,982.41,,2024-01-04 00:00:00,986.4,989.15,981.9,987.15,982.84,,At/Below Slow EMA,1,982.61,983.52
ICICIBANK,1d,EMA9/EMA21,2024-01-03 00:00:00,984.05,982.41,,2024-01-05 00:00:00,988.0,998.3,983.8,993.7,983.83,,At/Below Slow EMA,2,982.61,985.55
ICICIBANK,1d,EMA9/EMA21,2024-01-03 00:00:00,984.05,982.41,,2024-01-10 00:00:00,974.3,994.95,974.3,993.05,984.19,,At/Below Slow EMA,5,982.61,985.67
ICICIBANK,1d,EMA9/EMA21,2024-01-03 00:00:00,984.05,982.41,,2024-01-19 00:00:00,991.3,1010.9,987.55,999.2,990.29,,At/Below Slow EMA,12,982.61,993.81
ICICIBANK,1d,EMA9/EMA21,2024-01-03 00:00:00,984.05,982.41,,2024-01-20 00:00:00,1005.95,1014.7,995.3,1008.7,991.96,,Between Slow & Fast EMA,13,982.61,996.79
ICICIBANK,1d,EMA9/EMA21,2024-01-03 00:00:00,984.05,982.41,,2024-01-25 00:00:00,998.4,1015.1,988.15,1009.95,996.98,,At/Below Slow EMA,16,982.61,1003.94
ICICIBANK,1d,EMA9/EMA21,2024-01-03 00:00:00,984.05,982.41,,2024-01-30 00:00:00,1014.95,1023.85,1008.0,1016.9,1000.4,,Between Slow & Fast EMA,18,982.61,1008.52
ICICIBANK,1d,EMA9/EMA21,2024-01-03 00:00:00,984.05,982.41,,2024-01-31 00:00:00,1016.8,1039.0,1003.25,1028.15,1002.92,,Between Slow & Fast EMA,19,982.61,1012.45
ICICIBANK,1d,EMA9/EMA21,2024-01-03 00:00:00,984.05,982.41,,2024-02-05 00:00:00,1022.5,1026.45,1012.1,1023.5,1008.2,,Between Slow & Fast EMA,22,982.61,1018.13
ICICIBANK,1d,EMA9/EMA21,2024-01-03 00:00:00,984.05,982.41,,2024-02-06 00:00:00,1023.55,1034.9,1016.7,1026.4,1009.86,,Between Slow & Fast EMA,23,982.61,1019.79
ICICIBANK,1d,EMA9/EMA21,2024-01-03 00:00:00,984.05,982.41,,2024-02-13 00:00:00,1006.0,1027.05,1000.3,1019.8,1009.05,,At/Below Slow EMA,28,982.61,1011.91
ICICIBANK,1d,EMA9/EMA21,2024-01-03 00:00:00,984.05,982.41,,2024-02-14 00:00:00,1009.55,1035.7,1007.55,1022.7,1010.29,,At/Below Slow EMA,29,982.61,1014.07
ICICIBANK,1d,EMA9/EMA21,2024-01-03 00:00:00,984.05,982.41,,2024-02-27 00:00:00,1050.75,1066.2,1046.5,1060.2,1033.22,,Between Slow & Fast EMA,38,982.61,1048.15
ICICIBANK,1d,EMA9/EMA21,2024-01-03 00:00:00,984.05,982.41,,2024-02-29 00:00:00,1043.05,1060.7,1038.5,1052.2,1036.02,,Between Slow & Fast EMA,40,982.61,1048.64
ICICIBANK,1d,EMA9/EMA21,2024-01-03 00:00:00,984.05,982.41,,2024-03-01 00:00:00,1055.0,1089.95,1054.0,1086.9,1040.64,,Between Slow & Fast EMA,41,982.61,1056.3
ICICIBANK,1d,EMA9/EMA21,2024-01-03 00:00:00,984.05,982.41,,2024-03-13 00:00:00,1077.15,1089.65,1073.15,1083.95,1064.55,,Between Slow & Fast EMA,49,982.61,1079.73
ICICIBANK,1d,EMA9/EMA21,2024-01-03 00:00:00,984.05,982.41,,2024-03-14 00:00:00,1080.0,1097.1,1075.05,1083.6,1066.28,,Between Slow & Fast EMA,50,982.61,1080.5
ICICIBANK,1d,EMA9/EMA21,2024-01-03 00:00:00,984.05,982.41,,2024-03-18 00:00:00,1075.05,1084.8,1060.05,1081.2,1068.8,,At/Below Slow EMA,52,982.61,1080.62
ICICIBANK,1d,EMA9/EMA21,2024-01-03 00:00:00,984.05,982.41,,2024-03-19 00:00:00,1078.45,1088.75,1075.25,1083.95,1070.18,,Between Slow & Fast EMA,53,982.61,1081.28
ICICIBANK,1d,EMA9/EMA21,2024-01-03 00:00:00,984.05,982.41,,2024-03-20 00:00:00,1080.0,1090.0,1067.5,1084.5,1071.48,,At/Below Slow EMA,54,982.61,1081.93
ICICIBANK,1d,EMA9/EMA21,2024-01-03 00:00:00,984.05,982.41,,2024-03-22 00:00:00,1081.15,1093.7,1078.7,1090.3,1074.04,,Between Slow & Fast EMA,56,982.61,1083.58
ICICIBANK,1d,EMA9/EMA21,2024-01-03 00:00:00,984.05,982.41,,2024-03-26 00:00:00,1081.0,1089.15,1076.95,1083.7,1074.92,,Between Slow & Fast EMA,57,982.61,1083.61
ICICIBANK,1d,EMA9/EMA21,2024-01-03 00:00:00,984.05,982.41,,2024-03-27 00:00:00,1083.7,1092.5,1079.55,1083.75,1075.72,,Between Slow & Fast EMA,58,982.61,1083.63
ICICIBANK,1d,EMA9/EMA21,2024-01-03 00:00:00,984.05,982.41,,2024-03-28 00:00:00,1085.0,1105.05,1085.0,1093.3,1077.32,,Between Slow & Fast EMA,59,982.61,1085.57
ICICIBANK,1d,EMA9/EMA21,2024-01-03 00:00:00,984.05,982.41,,2024-04-08 00:00:00,1078.35,1091.75,1076.3,1087.15,1080.33,,At/Below Slow EMA,65,982.61,1084.39
ICICIBANK,1d,EMA9/EMA21,2024-01-03 00:00:00,984.05,982.41,,2024-04-09 00:00:00,1091.95,1115.25,1088.3,1107.05,1082.75,,Between Slow & Fast EMA,66,982.61,1088.92
ICICIBANK,1d,EMA9/EMA21,2024-04-24 00:00:00,1096.75,1083.21,,2024-04-25 00:00:00,1090.0,1125.65,1089.95,1113.75,1085.99,,Between Slow & Fast EMA,1,1084.8,1090.59
ICICIBANK,1d,EMA9/EMA21,2024-04-24 00:00:00,1096.75,1083.21,,2024-05-13 00:00:00,1112.4,1130.65,1106.7,1128.0,1115.12,,At/Below Slow EMA,12,1084.8,1124.87
ICICIBANK,1d,EMA9/EMA21,2024-04-24 00:00:00,1096.75,1083.21,,2024-05-15 00:00:00,1122.1,1127.8,1113.5,1124.35,1116.41,,At/Below Slow EMA,14,1084.8,1124.07
ICICIBANK,1d,EMA9/EMA21,2024-04-24 00:00:00,1096.75,1083.21,,2024-05-23 00:00:00,1115.55,1137.0,1111.4,1134.5,1120.64,,At/Below Slow EMA,20,1084.8,1125.35
ICICIBANK,1d,EMA9/EMA21,2024-04-24 00:00:00,1096.75,1083.21,,2024-05-24 00:00:00,1130.0,1135.0,1124.15,1131.95,1121.66,,Between Slow & Fast EMA,21,1084.8,1126.67
ICICIBANK,1d,EMA9/EMA21,2024-04-24 00:00:00,1096.75,1083.21,,2024-05-31 00:00:00,1118.0,1130.6,1111.25,1121.05,1120.34,,At/Below Slow EMA,26,1084.8,1120.6
ICICIBANK,1d,EMA9/EMA21,2024-06-19 00:00:00,1144.45,1119.5,,2024-07-03 00:00:00,1196.85,1215.85,1179.45,1201.6,1166.53,,Between Slow & Fast EMA,10,1121.39,1190.75
ICICIBANK,1d,EMA9/EMA21,2024-06-19 00:00:00,1144.45,1119.5,,2024-07-16 00:00:00,1230.0,1245.0,1229.0,1239.9,1207.17,,Between Slow & Fast EMA,19,1121.39,1230.73
ICICIBANK,1d,EMA9/EMA21,2024-06-19 00:00:00,1144.45,1119.5,,2024-07-18 00:00:00,1234.9,1256.45,1231.7,1250.3,1211.09,,Between Slow & Fast EMA,20,1121.39,1234.64
ICICIBANK,1d,EMA9/EMA21,2024-06-19 00:00:00,1144.45,1119.5,,2024-07-22 00:00:00,1240.0,1245.3,1232.9,1241.15,1216.93,,Between Slow & Fast EMA,22,1121.39,1238.18
ICICIBANK,1d,EMA9/EMA21,2024-08-26 00:00:00,1213.3,1190.25,,2024-09-03 00:00:00,1227.2,1250.95,1220.4,1247.7,1207.96,,Between Slow & Fast EMA,6,1190.4,1221.48
ICICIBANK,1d,EMA9/EMA21,2024-08-26 00:00:00,1213.3,1190.25,,2024-09-09 00:00:00,1202.9,1238.3,1200.45,1235.0,1214.48,,At/Below Slow EMA,10,1190.4,1225.42
ICICIBANK,1d,EMA9/EMA21,2024-08-26 00:00:00,1213.3,1190.25,,2024-09-10 00:00:00,1236.95,1241.35,1227.0,1237.3,1216.55,,Between Slow & Fast EMA,11,1190.4,1227.8
ICICIBANK,1d,EMA9/EMA21,2024-08-26 00:00:00,1213.3,1190.25,,2024-09-11 00:00:00,1231.5,1239.3,1226.4,1236.35,1218.35,,Between Slow & Fast EMA,12,1190.4,1229.51
ICICIBANK,1d,EMA9/EMA21,2024-08-26 00:00:00,1213.3,1190.25,,2024-09-12 00:00:00,1238.0,1257.0,1226.35,1252.15,1221.43,,Between Slow & Fast EMA,13,1190.4,1234.04
ICICIBANK,1d,EMA9/EMA21,2024-10-28 00:00:00,1292.85,1258.14,,2024-11-05 00:00:00,1273.0,1301.3,1263.1,1296.7,1275.59,,At/Below Slow EMA,6,1261.4,1286.81
ICICIBANK,1d,EMA9/EMA21,2024-11-25 00:00:00,1300.95,1270.68,,2024-11-29 00:00:00,1283.1,1303.25,1283.1,1300.1,1279.24,,Between Slow & Fast EMA,4,1271.38,1286.71
ICICIBANK,1d,EMA9/EMA21,2024-11-25 00:00:00,1300.95,1270.68,,2024-12-02 00:00:00,1299.9,1310.55,1289.15,1304.65,1281.55,,Between Slow & Fast EMA,5,1271.38,1290.3
ICICIBANK,1d,EMA9/EMA21,2024-11-25 00:00:00,1300.95,1270.68,,2024-12-10 00:00:00,1319.0,1332.0,1315.25,1330.45,1300.32,,Between Slow & Fast EMA,11,1271.38,1316.4
ICICIBANK,1d,EMA9/EMA21,2024-11-25 00:00:00,1300.95,1270.68,,2024-12-11 00:00:00,1324.7,1331.25,1316.0,1327.5,1302.79,,Between Slow & Fast EMA,12,1271.38,1318.62
ICICIBANK,1d,EMA9/EMA21,2024-11-25 00:00:00,1300.95,1270.68,,2024-12-13 00:00:00,1325.35,1347.15,1313.5,1344.9,1308.81,,Between Slow & Fast EMA,14,1271.38,1325.58
ICICIBANK,1d,EMA9/EMA21,2025-02-04 00:00:00,1268.2,1248.92,,2025-02-10 00:00:00,1257.2,1265.0,1249.35,1262.6,1253.87,,At/Below Slow EMA,4,1249.57,1258.13
ICICIBANK,1d,EMA9/EMA21,2025-02-04 00:00:00,1268.2,1248.92,,2025-02-14 00:00:00,1252.1,1263.5,1244.45,1260.1,1253.79,,At/Below Slow EMA,8,1249.57,1255.69
ICICIBANK,1d,EMA9/EMA21,2025-03-17 00:00:00,1269.0,1236.44,,2025-04-02 00:00:00,1322.15,1337.95,1322.15,1331.25,1299.68,,Between Slow & Fast EMA,11,1239.55,1325.9
ICICIBANK,1d,EMA9/EMA21,2025-03-17 00:00:00,1269.0,1236.44,,2025-04-03 00:00:00,1321.95,1333.0,1321.25,1329.55,1302.4,,Between Slow & Fast EMA,12,1239.55,1326.63
ICICIBANK,1d,EMA9/EMA21,2025-03-17 00:00:00,1269.0,1236.44,,2025-04-04 00:00:00,1329.55,1338.55,1322.1,1335.3,1305.39,,Between Slow & Fast EMA,13,1239.55,1328.37
ICICIBANK,1d,EMA9/EMA21,2025-03-17 00:00:00,1269.0,1236.44,,2025-05-07 00:00:00,1425.0,1442.0,1421.0,1435.4,1392.12,,Between Slow & Fast EMA,32,1239.55,1422.47
ICICIBANK,1d,EMA9/EMA21,2025-03-17 00:00:00,1269.0,1236.44,,2025-05-12 00:00:00,1409.4,1453.0,1404.0,1448.5,1400.24,,Between Slow & Fast EMA,35,1239.55,1423.97
ICICIBANK,1d,EMA9/EMA21,2025-03-17 00:00:00,1269.0,1236.44,,2025-05-15 00:00:00,1425.9,1456.5,1415.5,1450.8,1409.26,,Between Slow & Fast EMA,38,1239.55,1430.54
ICICIBANK,1d,EMA9/EMA21,2025-03-17 00:00:00,1269.0,1236.44,,2025-05-21 00:00:00,1442.9,1451.3,1438.5,1444.7,1420.92,,Between Slow & Fast EMA,42,1239.55,1439.36
ICICIBANK,1d,EMA9/EMA21,2025-03-17 00:00:00,1269.0,1236.44,,2025-05-22 00:00:00,1441.1,1445.3,1427.8,1442.1,1422.84,,Between Slow & Fast EMA,43,1239.55,1439.91
ICICIBANK,1d,EMA9/EMA21,2025-03-17 00:00:00,1269.0,1236.44,,2025-05-23 00:00:00,1442.2,1451.8,1434.4,1449.8,1425.29,,Between Slow & Fast EMA,44,1239.55,1441.89
ICICIBANK,1d,EMA9/EMA21,2025-03-17 00:00:00,1269.0,1236.44,,2025-05-28 00:00:00,1447.6,1458.0,1442.5,1453.8,1432.28,,Between Slow & Fast EMA,47,1239.55,1447.39
ICICIBANK,1d,EMA9/EMA21,2025-03-17 00:00:00,1269.0,1236.44,,2025-06-02 00:00:00,1442.0,1460.0,1432.8,1450.5,1436.87,,At/Below Slow EMA,50,1239.55,1448.92
ICICIBANK,1d,EMA9/EMA21,2025-03-17 00:00:00,1269.0,1236.44,,2025-06-05 00:00:00,1430.9,1459.0,1427.3,1454.8,1438.1,,At/Below Slow EMA,53,1239.55,1445.82
ICICIBANK,1d,EMA9/EMA21,2025-03-17 00:00:00,1269.0,1236.44,,2025-06-06 00:00:00,1448.6,1461.4,1442.1,1459.7,1440.06,,Between Slow & Fast EMA,54,1239.55,1448.6
ICICIBANK,1d,EMA9/EMA21,2025-06-27 00:00:00,1462.2,1431.73,,2025-07-04 00:00:00,1427.0,1444.4,1421.1,1442.8,1432.85,,At/Below Slow EMA,5,1433.98,1434.43
ICICIBANK,1d,EMA9/EMA21,2025-06-27 00:00:00,1462.2,1431.73,,2025-07-08 00:00:00,1432.0,1445.0,1430.0,1442.0,1433.92,,At/Below Slow EMA,7,1433.98,1436.15
ICICIBANK,1d,EMA9/EMA21,2025-07-21 00:00:00,1465.8,1432.52,,2025-07-31 00:00:00,1469.9,1494.5,1464.0,1481.4,1459.37,,Between Slow & Fast EMA,8,1434.5,1474.85
ICICIBANK,1d,EMA9/EMA21,2025-11-26 00:00:00,1375.0,1369.26,,2025-12-03 00:00:00,1367.0,1394.2,1367.0,1391.5,1375.91,,At/Below Slow EMA,5,1369.93,1381.07
ICICIBANK,1d,EMA9/EMA21,2025-11-26 00:00:00,1375.0,1369.26,,2025-12-05 00:00:00,1381.0,1395.3,1381.0,1392.5,1378.31,,Between Slow & Fast EMA,7,1369.93,1384.26
ICICIBANK,1d,EMA9/EMA21,2025-11-26 00:00:00,1375.0,1369.26,,2025-12-08 00:00:00,1387.0,1394.9,1383.3,1389.6,1379.34,,Between Slow & Fast EMA,8,1369.93,1385.33
ICICIBANK,1d,EMA9/EMA21,2026-01-06 00:00:00,1411.2,1363.86,,2026-01-12 00:00:00,1399.9,1424.3,1391.7,1413.1,1381.38,,Between Slow & Fast EMA,4,1365.91,1396.66
ICICIBANK,1d,EMA9/EMA21,2026-02-05 00:00:00,1396.5,1376.55,,2026-02-16 00:00:00,1404.0,1414.0,1400.5,1411.6,1393.4,,Between Slow & Fast EMA,7,1378.89,1405.3
ICICIBANK,1d,EMA9/EMA21,2026-02-05 00:00:00,1396.5,1376.55,,2026-02-17 00:00:00,1406.2,1413.6,1393.6,1407.5,1394.69,,At/Below Slow EMA,8,1378.89,1405.74
ICICIBANK,1d,EMA9/EMA21,2026-02-05 00:00:00,1396.5,1376.55,,2026-02-25 00:00:00,1391.8,1407.4,1388.2,1400.5,1395.14,,At/Below Slow EMA,14,1378.89,1398.15
INFY,1d,EMA9/EMA21,2024-01-12 00:00:00,1612.75,1532.75,,2024-01-31 00:00:00,1648.25,1667.25,1638.1,1660.9,1615.79,,Between Slow & Fast EMA,12,1537.19,1648.48
INFY,1d,EMA9/EMA21,2024-01-12 00:00:00,1612.75,1532.75,,2024-02-06 00:00:00,1686.75,1733.0,1673.95,1729.45,1640.67,,Between Slow & Fast EMA,16,1537.19,1677.49
